chave,ITEM,NUMPEDVEN,QTCOMP,STATUS,AUTORIZADO
92167720350505,7871153,1147405613,1,AUTORIZADO,Autorizado
92167820350505,7885167,1147399080,1,AUTORIZADO,Autorizado
70676912590640,7952654,1147420943,2,AUTORIZADO,Autorizado
92167920350505,5863044,1147406303,4,AUTORIZADO,Autorizado
20956260300630,7762611,1147385350,10,AUTORIZADO,Autorizado
64983019991720,7897658,1147376070,3,AUTORIZADO,Autorizado
70677012590640,7882173,1147392845,1,AUTORIZADO,Autorizado
20956360300630,7901812,1147293572,1,AUTORIZADO,Autorizado
20956360300630,7601729,1147293572,1,AUTORIZADO,Autorizado
503082529002910,7826382,1147354584,1,AUTORIZADO,Autorizado
503082529002910,7897641,1147354584,1,AUTORIZADO,Autorizado
92168020350505,7967672,1147414247,1,AUTORIZADO,Autorizado
20956460300630,7914300,1147248283,1,AUTORIZADO,Autorizado
64983119991720,7016981,1147402820,2,AUTORIZADO,Autorizado
92168120350505,7899966,1147419752,1,AUTORIZADO,Autorizado
20956560300630,7914300,1147293144,1,AUTORIZADO,Autorizado
20956660300630,7914300,1147399836,1,AUTORIZADO,Autorizado
503084529002910,5866151,1147424141,2,AUTORIZADO,Autorizado
92168220350505,7897665,1147408649,5,AUTORIZADO,Autorizado
64983219991720,7585364,1147404531,1,AUTORIZADO,Autorizado
64983219991720,7585388,1147404531,1,AUTORIZADO,Autorizado
92168320350505,7966439,1147420284,1,AUTORIZADO,Autorizado
20956760300630,7956669,1147420592,1,AUTORIZADO,Autorizado
92168420350505,7791789,1147394583,1,AUTORIZADO,Autorizado
92168420350505,7585548,1147394583,1,AUTORIZADO,Autorizado
92168420350505,7585388,1147394583,1,AUTORIZADO,Autorizado
64983319991720,7741661,1147365580,2,AUTORIZADO,Autorizado
64983319991720,7830044,1147365580,2,AUTORIZADO,Autorizado
92168520350505,7967672,1147402519,1,AUTORIZADO,Autorizado
503087529002910,7845369,1147296335,1,AUTORIZADO,Autorizado
503086529002910,6014421,1147291000,1,AUTORIZADO,Autorizado
20956860300630,7956669,1147388125,1,AUTORIZADO,Autorizado
503088529002910,7808388,1147382735,1,AUTORIZADO,Autorizado
503089529002910,4210542,1147353158,1,AUTORIZADO,Autorizado
503090529002910,7732706,1147350657,1,AUTORIZADO,Autorizado
503091529002910,7845369,1147394735,1,AUTORIZADO,Autorizado
92168620350505,7585548,1147394023,2,AUTORIZADO,Autorizado
20957060300630,7956669,1147413694,1,AUTORIZADO,Autorizado
92168720350505,7868993,1147428434,1,AUTORIZADO,Autorizado
20957160300630,6603359,1147376019,1,AUTORIZADO,Autorizado
64983419991720,7672842,1147375206,2,AUTORIZADO,Autorizado
92168920350505,7934070,1147378197,1,AUTORIZADO,Autorizado
20957560300630,6016067,1147446302,1,AUTORIZADO,Autorizado
20957460300630,2950396,1147440987,1,AUTORIZADO,Autorizado
20957760300630,5505135,1147440047,1,AUTORIZADO,Autorizado
20957660300630,7561184,1147444567,1,AUTORIZADO,Autorizado
20957860300630,7936784,1147444604,1,AUTORIZADO,Autorizado
20957960300630,7976971,1147417378,1,AUTORIZADO,Autorizado
20958060300630,7145391,1147430355,1,AUTORIZADO,Autorizado
20958160300630,7768408,1147442580,1,AUTORIZADO,Autorizado
20958260300630,3590195,1147438410,1,AUTORIZADO,Autorizado
70677412590640,5863150,1147347553,4,AUTORIZADO,Autorizado
92169420350505,7791819,1147395115,2,AUTORIZADO,Autorizado
